date,item,exp,type,integrated_category
2024-03-27,한국맥널티,먹또먹 선사,효자종목,9
2024-03-27,그린생명과학,살금살금 올라오고 있다,효자종목,11_c
2024-03-27,알비더블유,살금살금 올라오고 있다,효자종목,11_c
2024-03-27,솔루스첨단소재,완전히 바닥에서 턴어라운드 된듯,효자종목,10_b
2024-03-27,LG헬로비전,턴 어라운드를 모색하고 있다,사위일체,12_a
2024-03-27,성우전자,갈확률이 상당히 높은걸로 판단된다,사위일체,3_b
2024-03-27,룽투코리아,쌍바닥 만들면서 올라오고 있는 상황,사위일체,12_b
2024-03-26,삼양사,횡폭이 나왔다,저점장대양봉,23
2024-03-26,미래산업,장대양봉이 발생해야한다,저점장대양봉,100
2024-03-26,삼기이브이,더 지켜봐야함,저점장대양봉,24
2024-03-26,가온그룹,슬슬 다시 올라오고 있다,저점장대양봉,11_c
2024-03-26,솔트웨어,계속 기운을 차리고 있다,저점장대양봉,12_b
2024-03-26,시큐레터,"신규상장주, 좀 더 지켜봐야할듯",저점장대양봉,26_z
2024-03-26,HD현대인프라코어,어정쩡,저점장대양봉,100
2024-03-26,엘브이엠씨홀딩스,어정쩡,저점장대양봉,100
2024-03-26,파두,지지가 무너짐,저점장대양봉,100
2024-03-26,내츄럴엔도텍,종목에 대한 선입견을 갖지 말자라는 생각이 들게 만들어주는 종목,저점장대양봉,100
2024-03-26,하인크코리아,절대로들어가지 말자,저점장대양봉,100
2024-03-26,엠케이전자,첩첩산중,저점장대양봉,100
2024-03-26,제이오,중턱에 걸려서 안좋다,저점장대양봉,100
2024-03-26,와이랩,싸워야한다,저점장대양봉,100
2024-03-26,HLB파나진,다른 HLB종목과 같이 봐야한다,저점장대양봉,100
2024-03-26,휴림에이텍,조금 꺼림직하다,저점장대양봉,100
2024-03-26,필에너지,이제는 조심해야할때,저점장대양봉,100
2024-03-26,삼일제약,얼마 오르지도 못한 종목,저점장대양봉,100
2024-03-26,아미코젠,일종의 고가놀이,저점장대양봉,8
2024-03-26,모니터랩,왕창 무너지면 한번 기회가 오지 않을까,저점장대양봉,1_z
2024-03-26,HB테크놀러지,다중봉 다중턱,저점장대양봉,100
2024-03-26,엑스게이트,올라가면 다중봉 다중턱,저점장대양봉,100
2024-03-26,샌즈랩,10% 이상 무너지면 얼마나 좋을까  ,저점장대양봉,15_b
2024-03-26,이삭엔지니어링,한두번 기회를 줄 것 같다,효자종목,1_a
2024-03-26,지엔씨에너지,한두번은 우리한테 기회를 주지 않을까,효자종목,1_a
2024-03-26,토마토시스템,한두번의 기회는 더 줄 것 같다,효자종목,1_a
2024-03-26,성우전자,다시 갈 수 밖에 없다,효자종목,6_a
2024-03-26,케이사인,"이제 또 시작이지 않을까 , 막판에 긴꼬리 달고 내려오면 얼마나 좋을까",효자종목,15_b
2024-03-26,진원생명과학,안전하게 먹거리를 선사 하지 않을까,효자종목,9
2024-03-26,SIMPAC,두세번은 우리한테 익절을 주지 않을까,효자종목,1_a
2024-03-26,HLB글로벌,충분히 살 기회를 주고 슈팅이 나갔다,효자종목,25
2024-03-26,옵투스제약,추가적인 상승이 기대되는 대목이다,효자종목,4_a
2024-03-26,라온시큐어,3천원이 넘으면 좋은 소식이 있을 듯,효자종목,28
2024-03-26,오리엔트정공,돌파할때 같이 들어가는게 어떤가,효자종목,28
2024-03-26,성호전자,돌파를 강하게 할 가능성이 많다,효자종목,2_c
2024-03-26,일진디스플,"상장폐지를 면한듯, 2천원 수준으로 날개를 피면서 올라가면 좋을듯",효자종목,14
2024-03-26,프롬바이오,조금 우상향으로 자리를 바꾸면서 긴꼬리를 달 때 들어가는게 어떤지,효자종목,22
2024-03-26,유유제약,바닥치고 돌고 있는듯,효자종목,10_a
2024-03-26,LG헬로비전,장기적으로 보면 오천원을 넘을 확률이 많은듯,효자종목,3_b
2024-03-26,동성케미컬,많이 기대되는 대목이다,사위일체,4_a
2024-03-26,고려제약,추가적인 상승이 상당히 기대된다,사위일체,4_a
2024-03-26,바이오톡스텍,"오천원 근처에 오면 반등하길 여러번 했다, 좋은 소식을 여러번 전해줄듯",사위일체,4_a
2024-03-25,DXVX,살짝 올라오고 있다,저점장대양봉,11_c
2024-03-25,가온그룹,눌렸다가 슬슬 올라오고 있는듯,저점장대양봉,11_c
2024-03-25,한화갤러리아,좀더 지켜볼 필요가 있다,저점장대양봉,24
2024-03-25,제이시스메디칼,상당히 높은 수준에 있다,저점장대양봉,100
2024-03-25,씨싸이트,이제는 좀 조심해야되지 않나,저점장대양봉,100
2024-03-25,영풍제지,줘도 안먹는다,저점장대양봉,100
2024-03-25,팜스토리,2천원을 향해서 슬슬 가지 않을까,저점장대양봉,11_b
2024-03-25,HLB파나진,오천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-03-25,경남제약,다른 바이오주가 가면 언제든지 폭발할 가능성이 있음,저점장대양봉,3_a
2024-03-25,덕성,만원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-03-25,HLB글로벌,만원수준까지 가지 않을까,저점장대양봉,1_b
2024-03-25,신송홀딩스,쉽지 않다,저점장대양봉,100
2024-03-25,대영포장,쉽지 않다,저점장대양봉,100
2024-03-25,아센디오,탐탁치 않음,저점장대양봉,100
2024-03-25,옵투스제약,무너지면 괜찮지 않나 ,저점장대양봉,15_b
2024-03-25,SIMPAC,앞으로 육천원 수준까지는 여러번 먹또먹을 우리한테 선사하지 않을까,효자종목,1_b
2024-03-25,LB세미콘,앞으로 만원을 넘어서 만천원 이렇게 갈 수 밖에 없는 상황,효자종목,6_a
2024-03-25,LB루셈,바닥에서 돌고 있는 상황,효자종목,10_a
2024-03-25,엔터파트너즈,"온갖 우여곡절을 겪은 끝에 드디어 횡폭이 일어났다, 두세번 우리한테 먹또먹을 선사하지 않을까",효자종목,23
2024-03-25,미래생명자원,육천원 이상 돌파를 하지 않을까,효자종목,2_b
2024-03-25,고려제약,"600일 최대거래량이 일어나고 있다, 곧 효자종목이 될 것 같다",효자종목,2_z
2024-03-25,진시스템,고가놀이에 진입,효자종목,8
2024-03-25,플래스크,살살 올라오고 있지 않나,효자종목,11_c
2024-03-25,토탈소프트,조금 부족하지 않나 싶음,효자종목,1_c
2024-03-25,에이엔피,살짝 조정중,효자종목,18
2024-03-25,오리엔트정공,"반등의 기틀을 마련하고 있다, 이천원을 넘길수밖에 없다",효자종목,2_b
2024-03-25,엠젠솔루션,전체적으로 세력의 평단가가 높아졌다,효자종목,5
2024-03-25,피델릭스,떨어졌다가 오르는걸 반복하는 종목이다,효자종목,9
2024-03-25,바이오톡스텍,많이 떨어졌다,효자종목,30
2024-03-25,솔트웨어,이쁜 종목이다,효자종목,4_a
2024-03-25,한세엠케이,4천원으로 가지 않을까 상장폐지만 안당한다면,효자종목,1_b
2024-03-25,셀레믹스,상장폐지는 면한듯,효자종목,100
2024-03-25,신도기연,상한가,효자종목,16
2024-03-25,동성케미컬,반등하고 있다 ,효자종목,12_b
2024-03-25,비피도,"살아난 것 같다, 지금 들어가면 오히려 싸게 사는 상황이 발생한 걸수도",사위일체,19
2024-03-25,HB테크놀러지,"이또한 아름다운 조정이다, 싸게 살 수 있는 기회를 주지 않나",사위일체,19
2024-03-25,소니드,이정도는 아름다운조정으로 봐야될 듯,사위일체,18
2024-03-22,NAVER,"안타깝다, 입맛이 당기는 종목은 아니다",저점장대양봉,100
2024-03-22,에이디엠코리아,우리가 물려도 살아낼 수 있는 종목이 얼마나 중요한지 알수 있다,저점장대양봉,100
2024-03-22,삼기이브이,여러가지 움직임이 좋다,저점장대양봉,10_a
2024-03-22,누리플랜,"살짝 조심하는게 낫지 않은가, 조금 더 기다리는게 좋지 않은가",저점장대양봉,100
2024-03-22,큐라티스,슬슬 돌고 있다,저점장대양봉,11_c
2024-03-22,진원생명과학,잘 보이지도 않는다,저점장대양봉,100
2024-03-22,현대힘스,세력이 강하게 관리하고 있지 않나,저점장대양봉,8
2024-03-22,비보존 제약,애를쓰고 있다,저점장대양봉,7
2024-03-22,씨싸이트,신규상장주라서 조심필요,저점장대양봉,26_z
2024-03-22,현대바이오,효자다,저점장대양봉,28
2024-03-22,나이벡,2만원 ~ 22500원 넘으면 다중봉다중턱,저점장대양봉,31
2024-03-22,쇼박스,딩동돌파법,저점장대양봉,27
2024-03-22,신송홀딩스,"어제와 마찬가지, 이제는 조금 자제 필요",저점장대양봉,100
2024-03-22,휴마시스,힘있게 가면 좋을듯,저점장대양봉,14
2024-03-22,경남제약,애쓰고 있다,저점장대양봉,7
2024-03-22,국제약품,"앞폭탄 맞은거다, 8천원 넘으면 다중봉 다중턱",저점장대양봉,31
2024-03-22,LB세미콘,반등의 기틀을 잡고 올라오지 않나,효자종목,12_b
2024-03-22,동구바이오제약,우리한테 먹또먹을 선사할 채비를 하고 있는듯,효자종목,9
2024-03-22,레몬,저점도지를 만들려고 세력이 애쓰는듯,효자종목,8
2024-03-22,HB테크놀러지,앞으로도 계속해서 3250원까지 우리한테 좋은 소식을 보내줄듯,효자종목,1_b
2024-03-22,이엔플러스,상장폐지를 면한듯,효자종목,100
2024-03-22,에이스테크,감사보고서를 제출한듯,효자종목,100
2024-03-22,유일에너테크,반등하면서 이익을 줬다,효자종목,25
2024-03-22,멕아이씨에스,우리한테 좋은 소식을 줄 듯,효자종목,4_a
2024-03-22,경보제약,"바닥까지 떨어졌다, 앞으로 만원까지 좋은 성적을 보여줄 것 같다",효자종목,1_b
2024-03-22,케이엠더블유,좋은 움직임을 보이고 있다,효자종목,10_a
2024-03-22,오리엔트정공,우리한테 좋은 소식을 전해줄 것 같다,효자종목,4_a
2024-03-22,와이어블,반등을 새롭게 시작한 듯,효자종목,12_b
2024-03-22,에이엔피,상장폐지 면한 게 아닌가,효자종목,100
2024-03-22,올릭스,털지 않을까,효자종목,100
2024-03-22,엠젠솔루션,완전 상한가 갔다,효자종목,16
2024-03-22,LB세미콘,원매수까지 터는날이 빨리 왔으면,효자종목,14
2024-03-22,캠시스,긴꼬리를 달고 있어서 지금 굉장히 싸게 살 수 있는 기회를 또 우리한테 주지 않나 ,효자종목,19
2024-03-21,티에스넥스젠,상장폐지를 제발 좀 면했으면,저점장대양봉,100
2024-03-21,한성크린텍,마찬가지,저점장대양봉,100
2024-03-21,대원전선,횡폭이 일어남,저점장대양봉,23
2024-03-21,대창,기운이 좀 딸림,저점장대양봉,100
2024-03-21,휴림로봇,3000원 지지가 무너져서 지지가 저항이 됐다,저점장대양봉,100
2024-03-21,한성기업,지금들어가기 어정쩡,저점장대양봉,12_b
2024-03-21,에이디엠코리아,슈팅이 나와서 팍팍 갔으면,저점장대양봉,15_a
2024-03-21,롯데에너지,반등 모색,저점장대양봉,12_a
2024-03-21,라이트론,다시 움직일 가능성 많다,저점장대양봉,3_b
2024-03-21,한화오션,다중봉 다중턱,저점장대양봉,100
2024-03-21,HD현대인프라코어,구천원 넘으면 별로 좋은일이 없다,저점장대양봉,31
2024-03-21,피씨엘,상장폐지를 면했는지 슬슬 올라오고 있다,저점장대양봉,11_c
2024-03-21,신송홀딩스,지금 들어가기에는 굉장히 꺼림직하다,저점장대양봉,100
2024-03-21,솔리드,다중봉 다중턱,저점장대양봉,100
2024-03-21,에이스테크,상장폐지를 면한듯,저점장대양봉,100
2024-03-21,덕성,다중봉다중턱,저점장대양봉,100
2024-03-21,삼성전자,9만원으로 가면 좋겠다,저점장대양봉,14
2024-03-21,레몬,이왕 상한가 간거 더 갔으면,저점장대양봉,14
2024-03-21,에이디엠코리아,얼마나 기쁜지 모르겠다,효자종목,25
2024-03-21,한창,한창이 한참 떨어졌다,효자종목,30
2024-03-21,링크제니시스,살짝 조심할 필요도 있다,효자종목,100
2024-03-21,삼기이브이,계속해서 좋은 기회를 우리한테 줄 수 있다,효자종목,1_d
2024-03-21,국전약품,고지탈환을 위해서 움직일 것 같다,효자종목,1_c
2024-03-21,리더스 기술투자,다시 반등의 조짐을 보이고 있다,효자종목,12_a
2024-03-21,에이프로젠,너무 많이 떨어졌다,효자종목,30
2024-03-21,와이어블,3천원 고지 탈환을 위해서 움직일 가능성이 상당히 많다,효자종목,3_b
2024-03-21,일신바이오,계속해서 좋은 먹거리를 선사해주지 않을까,효자종목,1_d
2024-03-21,진시스템,일종의 고가놀이를 만들고 있다,효자종목,8
2024-03-21,신도기연,정말다행이다,효자종목,25
2024-03-21,레몬,다시 좀 기운내서 3천원 4천원으로 올라가길 바라고 있다,효자종목,14
2024-03-21,피제이메탈,계속해서 좋은 움직임을 보여주고 있다,효자종목,10_a
2024-03-21,알에스오토메이션,조심해야한다,효자종목,100
2024-03-21,피씨엘,상장폐지를 면한듯,효자종목,100
2024-03-21,리튬포어스,일종의 고가놀이를 진행 중,효자종목,8
2024-03-21,KX하이텍,움직이지 않을까,효자종목,12_a
2024-03-21,TPC,기운을 내면서 다시 돌아오지 않을까 ,효자종목,12_a
2024-03-21,웰크론,"2750원 밑으로 내려가면 다시 끌어올리는 상황을 만들고 있다, 아름다운 조정이다",사위일체,18
2024-03-21,소마젠,가뿐한 조정이다,사위일체,18
2024-03-21,라이콤,고지탈환을 위해서 움직일 가능성이 상당히 많다,사위일체,3_b
2024-03-20,스마트레이더시스템,좀 더 살펴볼 필요가 있다,저점장대양봉,24
2024-03-20,엑세스바이오,아까 봄,저점장대양봉,100
2024-03-20,진원생명과학,완전히 원바닥 수준까지 떨어졌다,저점장대양봉,21
2024-03-20,HD현대인프라코어,어중간하게 걸려서 굉장히 회전성이 떨어진다,저점장대양봉,100
2024-03-20,상신이디피,이만원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-03-20,엔지켐생명과학,확실하게 2천원 돌파를 했으면 좋겠다,저점장대양봉,14
2024-03-20,원익IPS,삼칠천오백원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-03-20,현대바이오,무거운 종목,저점장대양봉,100
2024-03-20,한화오션,삼만원넘으면 다중봉 다중턱,저점장대양봉,100
2024-03-20,에이테크솔루션,만오천원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-03-20,필에너지,기술적으로 보면 더 힘든 상황,저점장대양봉,100
2024-03-20,KG모빌리티,신규진입할 자리는 아닌듯,저점장대양봉,100
2024-03-20,랩지노믹스,나름 3천원에서 강한 바닥을 만들고 있다,저점장대양봉,21
2024-03-20,씨젠,살살 돌고 있다,저점장대양봉,11_c
2024-03-20,큐라클,반가운 마음이다 ,저점장대양봉,25
2024-03-20,한화갤러리아,좀더 살펴봐야한다,저점장대양봉,24
2024-03-20,아진엑스텍,쉽지 않다,저점장대양봉,100
2024-03-20,위메이드,갔으면 좋겠다,저점장대양봉,14
2024-03-20,꿈비,신규상장주라는 거 말고는 움직임이 괜찮다,저점장대양봉,26_a
2024-03-20,현대힘스,종목이 좀 무겁다,저점장대양봉,100
2024-03-20,알에스오토메이션,22500원 넘으면 다중봉 다중턱,저점장대양봉,31
2024-03-20,삼성전자,제발 좀 팔만원 뚫고 갔으면,저점장대양봉,14
2024-03-20,국제약품,좀 무너지면 좋을듯,저점장대양봉,15_b
